Category,Deadline,Goal,Pledged,Status,Backers
Web,2014-07-06 02:00:00,23000,30354.11,successful,206
Apps,2014-10-16 18:34:06,500000,0,failed,0
Makerspaces,2014-11-08 19:58:09,20000,760,failed,6
DIY Electronics,2016-08-28 17:26:50,2000,8090,successful,117
Web,2016-11-09 03:00:00,3500,1,failed,1
Flight,2014-11-07 22:24:31,250000,0,canceled,0
Fabrication Tools,2015-07-05 08:59:00,100000,12794,canceled,15
Gadgets,2016-02-24 06:22:23,12000,2852,failed,8
Apps,2015-04-06 22:21:21,5000,50,failed,1
Apps,2015-08-24 20:24:17,5000,20,canceled,1
Apps,2016-03-04 19:09:31,5000,120,failed,1
Flight,2016-06-09 00:52:13,60000,7795,failed,40
Technology,2016-07-30 18:25:45,15000,102135.58,successful,386
Technology,2013-08-17 07:00:00,14995,15201,successful,93
Apps,2015-03-27 22:02:32,10000,2053,failed,58
Technology,2016-05-26 02:11:04,20000,31,failed,4
Apps,2014-06-26 15:30:04,5000,55,failed,4
Apps,2015-07-25 23:55:49,3000,0,failed,0
Web,2015-04-15 23:00:00,25,1,failed,1
Technology,2015-07-05 21:26:14,3000,6,failed,2
Apps,2016-11-05 00:47:20,45000,1,failed,1
Technology,2014-10-17 17:04:08,1000,600,failed,12
Technology,2016-12-06 03:59:00,50000,15452,failed,76
Gadgets,2016-12-17 03:25:19,10000,2251,suspended,52
Web,2015-10-12 02:32:31,25000,0,failed,0
Apps,2015-08-04 21:00:30,10000,2357,canceled,17
Technology,2014-07-27 20:02:52,2000,10,failed,2
Sound,2015-07-04 05:23:00,25000,14,canceled,5
Hardware,2013-12-15 00:59:38,4000,8218,successful,89
Software,2016-05-13 01:15:17,35000,980,canceled,27
Hardware,2014-05-01 03:10:53,10000,18936,successful,73
Makerspaces,2015-01-01 08:59:00,15000,17531,successful,276
Technology,2013-08-25 20:42:01,2700,3154,successful,19
Web,2015-02-06 05:09:27,6000,9,failed,9
Apps,2014-08-28 04:18:39,175,15,failed,1
3D Printing,2015-07-01 04:03:00,40000,0,failed,0
Technology,2011-10-02 05:59:00,8008,786,failed,4
Hardware,2014-10-23 15:57:00,200000,557,failed,19
Technology,2011-04-05 00:41:21,3500,363,failed,16
Software,2009-06-15 21:00:00,500,1820,successful,98
Flight,2015-06-18 14:29:37,250000,882478,successful,1514
Web,2014-12-19 07:09:58,10000,2,failed,1
3D Printing,2016-03-03 22:04:49,10000,51,failed,2
Technology,2012-01-12 06:09:49,500,725,successful,15
Web,2016-01-01 10:35:37,20000,1653,failed,10
Technology,2014-07-31 15:43:00,105000,3203,failed,10
Apps,2015-02-19 19:44:23,65000,66067,successful,253
Apps,2016-02-19 18:29:29,5000,0,failed,0
Gadgets,2016-07-03 21:43:25,30000,50,failed,1
Technology,2014-08-07 17:48:17,65000,54369,failed,31
Wearables,2015-10-15 04:30:53,20000,14598,failed,36
Hardware,2013-05-26 05:59:00,50000,93978,successful,1430
Hardware,2014-02-28 03:16:35,3000,3211,successful,95
Technology,2014-08-23 01:44:37,25000,1967,failed,18
Wearables,2015-04-10 06:59:00,7777,881,failed,17
Gadgets,2015-05-21 15:01:32,100000,15229,failed,30
Web,2014-07-10 05:03:47,160000,511,failed,3
Technology,2012-12-31 23:00:00,30000,1950.12,failed,36
Gadgets,2015-06-25 05:00:00,10000,221,canceled,4
Technology,2014-10-28 08:34:50,150000,51,canceled,2
Technology,2016-11-17 01:34:32,15000,1360,canceled,20
Flight,2016-03-05 18:44:56,100000,556,canceled,9
Space Exploration,2015-03-30 15:05:10,20000,52,failed,3
Technology,2013-10-19 06:00:00,115000,48295,failed,75
DIY Electronics,2016-05-01 04:00:00,25000,502,canceled,4
Hardware,2010-11-14 18:27:27,8000,9420,successful,164
Gadgets,2016-07-15 16:01:03,40000,35398,canceled,57
Software,2015-05-16 13:29:28,8888,1989,failed,6
Technology,2015-03-13 03:01:53,10000,75,failed,3
Software,2014-03-16 05:03:49,5000,51,failed,6
Technology,2013-05-05 06:54:00,10000,582,failed,23
Technology,2015-06-11 19:02:33,50000,11207,canceled,21
Apps,2015-07-13 08:59:00,40000,43705,successful,203
Web,2015-04-16 22:05:44,90000,0,failed,0
Robots,2015-12-21 07:59:00,15000,17558,successful,69
Technology,2017-01-03 19:23:52,3000,0,canceled,0
Software,2010-08-01 05:59:00,5000,466,failed,8
Software,2013-03-09 05:45:00,6000,147,failed,7
Gadgets,2015-04-26 19:29:50,80000,3561,canceled,27
Technology,2013-10-04 04:30:53,2000,2386,successful,34
Software,2009-12-06 04:00:00,3000,3000,successful,19
Technology,2014-05-29 08:59:00,50000,13992,failed,64
Web,2014-11-07 15:24:50,80000,2090,failed,16
Technology,2015-09-27 01:01:39,25000,1432,failed,22
Gadgets,2016-04-07 01:32:11,20000,507,failed,31
Hardware,2013-08-01 16:23:42,25000,185,canceled,3
Web,2014-11-26 01:50:19,68000,0,canceled,0
Gadgets,2016-07-20 20:44:24,2000,390,failed,2
Apps,2016-03-18 22:00:02,300,10,failed,1
Hardware,2014-09-05 21:00:00,34000,28227,failed,393
Web,2015-04-20 15:57:26,10000,10,failed,1
Camera Equipment,2015-08-15 21:46:42,42000,306973.55,successful,564
Technology,2012-01-02 11:05:57,10000,432,failed,15
Web,2015-06-23 05:59:00,1000,1120,successful,35
Apps,2015-06-06 21:01:02,10000,100,failed,1
Software,2014-03-06 06:04:36,1000,27,failed,6
Technology,2015-06-27 20:35:44,30000,414,failed,7
Hardware,2013-01-26 03:45:08,75000,3945,failed,21
Hardware,2014-09-27 23:22:59,500,0,failed,0
Software,2014-04-16 01:26:08,9000,300,failed,17
Software,2015-10-21 23:02:39,10000,67,failed,4
Hardware,2013-04-05 21:00:00,54000,56162,successful,315
Apps,2016-06-21 01:55:27,20000,1371,failed,13
Apps,2015-10-09 01:30:07,50000,0,canceled,0
Flight,2016-02-10 22:28:54,20000,231,failed,3
Wearables,2015-05-02 16:30:38,90000,19,failed,1
Hardware,2015-03-23 06:59:00,3000,274,failed,12
Apps,2016-06-12 22:17:35,50000,1151,failed,18
Technology,2013-10-01 02:24:14,75000,1151,failed,25
Apps,2016-10-11 06:55:42,8000,0,failed,0
Apps,2014-08-23 04:35:25,30000,48,failed,8
Technology,2016-01-17 07:34:36,1200000,0,failed,0
Web,2015-05-28 22:59:50,1000,0,failed,0
Hardware,2014-08-27 15:40:35,35000,79,failed,16
Technology,2015-08-22 19:28:48,35000,100,failed,1
Apps,2015-04-03 22:22:26,5000,0,failed,0
Hardware,2015-06-19 19:41:36,50000,10161,canceled,23
Apps,2016-03-24 01:03:28,500,500,successful,8
Technology,2013-06-30 19:15:44,40000,85744,successful,162
Technology,2011-03-04 04:43:47,19000,570,canceled,16
Hardware,2015-01-25 18:29:17,100000,66561,failed,1391
Camera Equipment,2014-08-08 11:54:10,50000,4793,failed,50
Software,2014-08-16 02:35:55,5000,0,failed,0
Gadgets,2014-08-28 21:08:47,20000,34652,successful,226
Hardware,2016-03-01 02:00:00,19700,3025,suspended,17
Web,2015-11-23 23:13:33,10000,31,failed,2
Web,2015-08-25 19:54:11,12000,20,suspended,1
DIY Electronics,2014-09-24 22:34:42,50000,277,canceled,5
Technology,2014-09-18 17:40:02,4000,195,failed,16
Software,2011-08-10 05:43:53,2000,5,failed,1
Software,2015-04-30 02:25:26,300000,25,failed,1
Web,2016-11-30 17:32:15,30000,40,failed,1
Technology,2014-08-01 15:53:58,300000,35,failed,2
Hardware,2016-11-16 14:00:00,5000,56051,successful,625
Apps,2016-09-24 03:44:48,100000,15,canceled,3
Hardware,2014-11-18 17:45:29,100000,260574,successful,294
Robots,2016-02-01 20:31:48,1000,1020.2,successful,22
Gadgets,2016-06-19 03:20:15,30000,2673,failed,23
Software,2015-09-09 19:00:00,35000,53497.01,successful,1296
3D Printing,2015-05-16 04:35:00,4500,10766,successful,179
Software,2014-10-30 17:44:23,14600,1,failed,1
Web,2014-07-20 04:00:00,5000,135,failed,6
Apps,2015-04-14 19:08:00,10000,0,failed,0
Gadgets,2016-05-21 22:21:52,1900,5621,successful,70
Space Exploration,2016-04-23 17:42:15,1000000,0,suspended,0
3D Printing,2016-11-15 07:39:18,100000,35218,failed,375
Apps,2014-09-13 01:00:00,35000,30,failed,1
Apps,2015-12-04 16:33:19,5000,317,failed,9
Apps,2014-11-23 08:59:00,167000,15057,failed,20
Technology,2014-12-25 04:23:22,200000,0,failed,0
Apps,2015-12-03 03:33:00,87000,1862,failed,33
Software,2015-03-29 22:40:56,60000,0,failed,0
Gadgets,2013-02-04 03:01:55,50000,53397,successful,230
Technology,2013-12-27 01:03:26,30000,149038.14,successful,527
Software,2015-06-09 19:59:24,500,0,canceled,0
Technology,2013-08-02 22:18:59,7200,14164.14,successful,833
Technology,2014-05-14 05:42:41,19800,122,failed,8
Software,2015-10-18 00:55:43,30000,0,failed,0
Web,2015-02-26 16:29:13,7000,21,failed,3
Hardware,2013-09-14 12:35:04,150000,161260.89,successful,1080
Camera Equipment,2013-10-08 03:00:00,97900,170175.89,successful,109
Web,2015-11-22 21:48:56,250,0,canceled,0
Apps,2014-11-12 01:12:34,8000,256,failed,9
Apps,2014-09-26 00:46:11,3500,25,failed,1
Software,2015-11-11 21:32:46,100000,0,canceled,0
Apps,2014-10-25 03:55:52,7500,351,failed,4
Technology,2014-03-10 22:44:38,10000,645,failed,23
Technology,2015-07-10 23:55:41,10000,66,failed,2
Apps,2016-07-15 06:00:00,5000,15845,successful,38
Gadgets,2015-11-09 05:59:00,9500,401,failed,10
Hardware,2013-11-01 16:39:39,100000,1290439.5,successful,3515
Apps,2015-10-17 23:26:08,10000,1,failed,1
Software,2014-03-08 02:00:00,250000,66294,canceled,324
Technology,2014-10-31 02:05:31,30000,0,failed,0
Hardware,2012-08-29 19:27:16,55000,2099,failed,13
Apps,2014-12-02 06:00:00,45000,5582,canceled,17
Apps,2015-02-23 05:01:00,2000,35,canceled,2
Makerspaces,2015-03-15 20:52:12,24000,31480,successful,441
Web,2014-04-09 04:00:00,24000,26458.62,successful,27
3D Printing,2015-08-19 16:45:54,16000,26214,successful,247
Wearables,2014-07-19 18:01:00,80000,249419.2,successful,1631
Web,2016-10-14 16:00:13,5000,868,canceled,31
Technology,2012-08-19 19:04:02,35000,36309,successful,116
Gadgets,2015-02-19 08:31:55,1000,712,suspended,4
Camera Equipment,2015-02-25 19:14:31,10000,3892,suspended,4
Technology,2013-02-06 05:59:00,593,945.22,successful,95
Web,2015-03-05 00:37:53,15000,0,failed,0
Web,2014-08-01 23:36:18,15000,6,failed,2
Hardware,2016-09-01 17:42:30,9800,11197,successful,201
Technology,2014-03-28 06:26:07,28000,2713,failed,70
Gadgets,2015-01-21 22:12:50,1350,191,failed,4
Hardware,2015-07-22 21:51:37,135000,76709,failed,752
Technology,2015-06-25 20:00:33,58000,915,failed,16
Hardware,2014-12-14 00:00:00,2500,2610,successful,142
Technology,2016-07-01 17:27:40,10000,10042,successful,68
Web,2014-10-03 22:43:50,5000,50,failed,3
Apps,2015-10-29 00:03:51,75000,0,failed,0
Sound,2014-10-03 01:52:48,39000,1467,failed,14
Gadgets,2015-09-02 19:48:18,100000,0,failed,0
Apps,2014-12-16 02:00:00,36000,1,failed,1
Apps,2015-07-23 23:46:41,150000,2,failed,2
Web,2015-05-30 22:22:06,50000,0,failed,0
Hardware,2013-01-27 16:53:26,8000,3598,failed,53
Technology,2015-10-04 21:56:45,150000,362,failed,7
Technology,2015-02-27 22:42:46,37500,6210,failed,28
Web,2016-08-16 20:42:34,105000,1,failed,1
Technology,2014-09-15 04:00:00,5000,130,canceled,3
Software,2010-10-27 23:44:59,5000,3020,failed,37
Apps,2015-09-10 21:10:53,165000,11,failed,2
Wearables,2016-03-11 06:16:54,84000,95,canceled,1
Technology,2012-01-15 03:00:00,20000,275,failed,6
Fabrication Tools,2016-07-14 19:14:48,750000,0,failed,0
Technology,2016-06-14 10:41:56,727438,0,failed,0
Technology,2014-09-01 06:59:00,6000,1,failed,1
Technology,2015-07-24 08:44:48,1500,8853,successful,196
Apps,2015-06-13 01:00:55,52000,120,failed,3
Software,2012-07-20 15:39:15,120000,5463,canceled,64
Software,2015-05-16 21:04:08,499,349,failed,15
Technology,2014-03-24 03:36:00,7500,7693,successful,161
Hardware,2016-05-15 18:55:20,75000,33873,failed,118
Hardware,2016-07-17 20:23:41,90000,134,failed,4
Robots,2012-06-28 05:59:00,13000,168267.01,successful,861
Apps,2015-03-26 01:03:18,20000,0,failed,0
Web,2015-08-04 23:34:04,15000,0,failed,0
Apps,2015-04-09 22:16:04,10000,149,canceled,2
Hardware,2014-10-31 12:48:28,55000,2619.66,failed,20
Technology,2016-05-30 23:43:09,10000,2141,failed,115
Hardware,2016-08-04 02:00:00,80000,115860.21,successful,1902
Technology,2014-01-20 21:41:37,325000,22235,failed,66
Gadgets,2014-09-05 08:59:00,35000,44661,successful,303
Web,2014-08-13 18:55:24,5000,75,failed,3
Robots,2013-04-01 05:00:00,135000,197464.69,successful,486
Technology,2016-08-26 22:34:04,350,284,failed,7
Software,2014-12-25 19:32:40,10000,0,failed,0
Technology,2014-06-01 00:26:23,7500,5,failed,1
Technology,2015-12-03 19:01:04,50000,1297,failed,28
Web,2014-10-14 08:54:31,20000,195,failed,5
Wearables,2015-07-06 18:07:35,20000,418,failed,7
Software,2015-05-12 18:33:32,3000,1,failed,1
Technology,2013-07-21 01:04:37,50000,4575,failed,28
Web,2015-01-11 21:40:32,10000,0,failed,0
Technology,2014-03-26 09:43:55,10000,2775,failed,39
Web,2015-05-20 15:40:14,500,25,failed,1
Technology,2016-09-22 19:01:50,60000,7072,failed,92
Web,2015-09-25 09:45:06,3500,10,failed,1
Technology,2014-04-12 02:21:43,4500,2091,failed,20
Technology,2016-06-24 23:50:43,300000,1,failed,1
Wearables,2014-10-30 04:23:17,15000,3378,canceled,92
Gadgets,2015-04-10 23:00:00,35000,5387,canceled,62
Apps,2014-10-25 00:24:24,82000,252,failed,7
Hardware,2016-01-09 21:29:18,100000,231448.55,successful,638
Apps,2015-05-07 18:18:38,25000,325,failed,15
Technology,2015-03-20 01:29:21,10000,1,failed,1
Hardware,2013-07-26 00:49:58,5000,176,failed,6
Apps,2015-08-08 17:06:14,1500,652,failed,9
Web,2015-02-19 21:30:18,10000,0,canceled,0
Robots,2015-03-13 08:00:49,50000,58079,successful,311
Fabrication Tools,2016-06-12 16:55:48,156000,4227,failed,62
Technology,2016-07-14 00:49:46,15000,0,failed,0
Technology,2013-09-13 23:27:34,75000,11734.01,failed,100
Hardware,2016-08-30 01:38:20,20000,15,failed,1
Apps,2016-07-24 20:06:30,35000,1938,failed,34
Apps,2016-01-14 22:02:44,2500,51,failed,2
Apps,2015-06-28 18:37:59,6000,0,failed,0
Wearables,2016-11-30 21:15:19,250000,80070,canceled,100
Technology,2015-08-19 19:48:19,5000,27,failed,3
Robots,2014-06-08 00:24:19,150000,62271,failed,217
Apps,2015-09-03 03:34:05,700,40,failed,3
Gadgets,2015-12-19 15:33:20,20000,69458,successful,316
Gadgets,2015-11-04 18:00:16,5000,6035,successful,83
Apps,2015-04-21 21:00:14,60000,60123,successful,647
Apps,2015-09-27 19:58:32,14000,35,failed,2
Software,2012-02-14 23:30:18,5000,100,failed,4
Hardware,2015-04-28 09:06:24,100000,25534,failed,85
Apps,2016-07-02 03:34:41,50000,26,failed,2
Software,2015-09-26 18:54:00,25000,100,failed,1
Technology,2012-01-11 22:20:00,1350,1484,successful,57
Hardware,2014-01-26 23:13:14,80000,7475,failed,28
Gadgets,2014-10-19 21:22:33,30000,0,failed,0
Technology,2015-08-07 18:34:41,500,8410,successful,264
Web,2015-08-01 23:47:00,5000,0,failed,0
Technology,2012-06-23 14:00:02,10000,45,failed,2
Apps,2016-05-26 01:38:36,200000,11,failed,3
Apps,2016-03-11 18:47:38,3000,1,failed,1
Makerspaces,2015-09-09 18:04:32,15000,435,failed,9
Gadgets,2015-01-06 08:59:00,30000,83206,successful,464
Technology,2016-06-22 02:06:00,15000,1,failed,1
Hardware,2015-06-26 02:01:26,30000,40144,successful,628
DIY Electronics,2015-08-16 23:43:21,7000,1311,failed,47
Web,2015-11-29 18:13:55,12000,100,failed,1
Wearables,2016-10-08 16:43:32,10000,1136,canceled,38
Wearables,2015-08-24 13:52:13,3500,140,failed,6
Technology,2015-07-04 18:00:00,5000000,17233,failed,12
Technology,2016-06-16 07:09:18,10000,10506,successful,52
Hardware,2013-04-07 14:20:12,100000,102608.01,successful,1390
Sound,2016-07-08 00:38:21,55000,7216,failed,63
Apps,2016-04-21 19:35:12,7000,101,failed,2
Wearables,2016-12-03 18:02:19,100000,201994.01,successful,1048
Apps,2014-07-20 18:22:57,5000,56,failed,3
Wearables,2015-09-16 20:26:40,10000,291,canceled,5
Technology,2015-05-20 18:11:54,35000,60,failed,2
Apps,2014-12-19 18:58:44,5000,2,failed,2
Technology,2015-04-16 23:10:48,50000,30,failed,1
Robots,2015-03-31 06:04:01,500,220,failed,2
Gadgets,2014-11-06 09:15:15,100000,24744,failed,278
Software,2013-11-14 22:34:57,5600,0,canceled,0
Technology,2016-11-16 19:25:53,2500,490,failed,17
Gadgets,2015-05-22 02:34:53,150000,109308,failed,2620
Software,2015-08-27 18:10:50,385000,186,failed,8
Web,2014-12-18 13:40:49,20000,15,failed,11
Software,2014-06-01 20:15:07,10000,10092,successful,75
Wearables,2015-09-28 19:47:27,20000,375,failed,13
Apps,2014-12-24 08:59:00,15000,173,failed,6
Apps,2015-03-06 19:35:06,10000,11,failed,5
Apps,2016-11-01 06:00:00,20000,0,failed,0
Technology,2013-08-19 01:50:11,9600,861,failed,21
Technology,2016-09-05 18:03:33,115000,430,failed,4
Hardware,2016-08-04 19:06:01,20000,6157,canceled,162
Wearables,2015-06-02 20:59:26,600,1089,successful,7
Technology,2015-06-19 20:46:50,2000,46,failed,4
Apps,2014-08-23 02:27:35,75000,0,failed,0
Hardware,2013-09-10 06:42:06,1600,17032,successful,246
Apps,2015-05-29 20:15:06,150000,259,failed,6
Software,2015-06-15 07:59:00,2500,778,failed,16
Apps,2015-03-14 18:35:37,3500,1,failed,1
Software,2015-09-11 17:18:26,10000,606,failed,3
Gadgets,2015-08-28 01:36:30,75000,120599.22,successful,1676
Hardware,2014-11-15 03:41:31,50000,2187,failed,17
Hardware,2014-02-09 14:55:13,4400,246,failed,6
Technology,2015-07-04 00:00:00,60000,0,failed,0
Software,2013-08-08 18:25:17,30000,2991,failed,16
Robots,2015-11-14 17:41:22,195000,137,canceled,2
Gadgets,2015-02-13 20:37:33,500,10,suspended,1
Apps,2015-09-23 06:50:07,50000,0,failed,0
Hardware,2013-02-02 02:01:00,30000,2276,failed,20
Web,2016-10-15 17:18:56,12000,0,failed,0
Hardware,2016-03-24 02:00:00,500,29380.96,successful,2081
Apps,2015-08-06 19:33:44,4000,0,failed,0
Software,2012-07-21 01:46:35,95000,1058,failed,9
Software,2010-09-01 00:00:00,5000,45,failed,2
Web,2016-11-01 03:00:00,10000,0,suspended,0
Hardware,2013-08-24 03:18:23,750,752,successful,10
Apps,2015-09-17 22:27:13,1000,1,failed,1
Web,2014-08-20 17:46:16,20000,0,failed,0
Technology,2015-04-10 01:18:47,11000,924,failed,18
Gadgets,2014-09-17 20:00:00,100000,652828.81,successful,6108
Hardware,2012-03-10 02:00:00,90000,362,failed,8
Technology,2015-04-03 16:17:12,73500,29595,canceled,411
Apps,2015-09-21 18:23:00,5,1286.42,successful,44
Technology,2015-07-24 19:08:34,30000,35,canceled,3
Camera Equipment,2016-01-09 17:30:15,25000,43084,successful,422
Makerspaces,2015-06-11 19:34:57,30000,33170.51,successful,187
Hardware,2013-09-09 16:56:54,100000,105589,successful,127
Apps,2015-05-11 19:10:45,25000,169,failed,6
Software,2013-07-17 05:00:22,25000,3978,failed,104
Apps,2014-09-03 01:00:04,5500,0,failed,0
Gadgets,2016-04-29 16:12:06,150000,144453,failed,159
Apps,2016-07-13 18:01:40,8500,0,canceled,0
Technology,2013-06-13 06:44:33,50000,51177.48,successful,239
Software,2016-10-01 22:32:41,1000,1001,successful,33
Space Exploration,2015-09-09 09:31:09,500000,42086.42,canceled,535
Software,2016-02-11 16:44:06,9500,0,failed,0
Technology,2016-08-21 02:56:56,400000,184,failed,4
Space Exploration,2016-09-16 22:27:53,50000,682,failed,21
Apps,2015-02-27 20:13:49,32000,107,failed,4
Hardware,2016-09-11 23:26:08,5000,3,canceled,3
Technology,2015-10-13 00:00:00,50000,10842,failed,35
Technology,2014-08-19 00:11:00,3000,116,failed,7
Gadgets,2014-12-18 22:01:25,75000,705,failed,4
Sound,2014-08-01 19:24:15,3500,370,canceled,5
Gadgets,2016-07-14 14:01:44,5000,1890.8,failed,46
Web,2016-11-06 20:54:25,5000,1275,failed,20
Web,2015-12-06 15:28:12,1000,135,failed,31
Software,2012-02-24 16:57:33,2500,2711,successful,41
Apps,2015-05-31 21:34:00,500000,0,canceled,0
Technology,2013-01-30 04:44:59,800,930.38,successful,24
Technology,2011-09-11 01:35:48,8000,657,canceled,12
Software,2015-07-18 18:52:25,2000,30,failed,1
Web,2014-09-15 21:00:00,4000,253,failed,12
Technology,2015-05-02 19:19:30,3500,3600,successful,23
Software,2014-06-18 05:57:21,2500,0,failed,0
DIY Electronics,2015-10-04 04:00:00,15000,18703.75,successful,198
Apps,2016-09-04 04:00:20,17729,409,failed,11
Web,2015-02-06 10:11:39,10000,1,failed,1
Apps,2015-03-07 20:16:23,1500,3669,successful,57
Apps,2014-12-04 01:34:03,20000,51,failed,3
Apps,2015-08-04 01:28:43,18000,150,failed,2
Apps,2014-10-16 06:00:00,1850,2065,successful,30
Software,2016-08-18 12:58:24,2000,2181,successful,130
Software,2016-11-30 18:00:00,50000,25,failed,1
DIY Electronics,2015-04-18 12:45:00,100000,25670,failed,57
Web,2014-11-05 06:02:10,7000,50,failed,2
Sound,2014-01-05 04:00:00,60000,178613.94,successful,2002
Technology,2014-10-06 06:55:00,45000,3,failed,2
Apps,2016-04-23 16:32:14,25000,5,failed,1
Gadgets,2015-02-21 03:45:14,30000,0,canceled,0
Apps,2014-11-10 05:01:18,1000,2730,suspended,9
Gadgets,2016-11-28 03:21:50,30000,235,failed,6
Hardware,2011-07-08 23:47:12,15000,1164,failed,85
Hardware,2016-01-18 10:01:57,15000,55948.41,successful,541
Robots,2016-10-28 17:55:36,80000,3317,failed,21
Hardware,2016-01-31 21:40:50,7900,11,failed,2
Hardware,2014-01-31 05:59:00,48000,2244,failed,12
Web,2014-12-03 05:59:00,78000,25300,failed,290
Gadgets,2015-07-15 01:15:57,45000,1729,failed,33
Software,2016-05-10 19:02:49,15750,203,failed,5
Web,2016-08-12 05:25:13,25000,0,canceled,0
Web,2015-03-25 13:08:42,7500,0,failed,0
Flight,2015-06-07 22:41:00,3000,50,failed,1
Gadgets,2015-12-17 18:04:21,50000,57760,successful,633
3D Printing,2015-06-21 04:08:18,1200,272,failed,6
